id,name,name_in_home_country,value,number,contract_expiry,birthplace,date_of_birth,height,position,main_position,other_position,citizenship,international_team,foot,current_club,player_agent,outfitter,url,age,last_name,simple_name
cd59a7e6,Antal Yaakobishvili,,0.0,4.0,"Jun 30, 2028",Budapest,07/12/2004,1.93,centre-back,centre-back,undefined,Hungary,Hungary U21,both,Girona FC B,SEG,Unknown,https://www.transfermarkt.com/antal-yaakobishvili/profil/spieler/923915,19,Yaakobishvili,Antal Yaakobishvili
cd59b9df,Gregor Kobel,,40.0,1.0,"Jun 30, 2028",Zürich,12/6/1997,1.96,goalkeeper,goalkeeper,undefined,Switzerland,,right,Borussia Dortmund,SBE Management AG,Unknown,https://www.transfermarkt.com/gregor-kobel/profil/spieler/257814,26,Kobel,Gregor Kobel
cd682b6b,Lukas Ambros,Lukáš Ambros,0.225,36.0,"Jun 30, 2024",Dolní Němčí,06/5/2004,1.82,winger,winger,attacking midfield,Czech Republic,Czechia U20,left,SC Freiburg II,Football Mechanic,adidas,https://www.transfermarkt.com/lukas-ambros/profil/spieler/671548,19,Ambros,Lukas Ambros
cd6a1a59,Al-Musrati,Full name:,16.0,28.0,"Jun 30, 2027",Misurata,04/6/1996,1.89,defensive midfield,defensive midfield,central midfield,Libya,Libya,right,Besiktas JK,Unknown,Unknown,https://www.transfermarkt.com/al-musrati/profil/spieler/377641,28,Al-Musrati,Al-Musrati
cd82452e,André Hahn,,0.0,,"Jun 30, 2024",Otterndorf,08/13/1990,1.85,winger,winger,winger,Germany,Germany,right,Germania Ober-Roden,Sports360 GmbH,adidas,https://www.transfermarkt.com/andre-hahn/profil/spieler/42783,33,Hahn,Andre Hahn
cd889153,Gabriel Osho,Gabriel Jeremiah Adedayo Osho,3.0,2.0,"Jun 30, 2024",Reading,08/14/1998,1.85,centre-back,centre-back,full-back,Nigeria,Nigeria,right,Luton Town,Wasserman,Unknown,https://www.transfermarkt.com/gabriel-osho/profil/spieler/364409,25,Osho,Gabriel Osho
cd9b37a3,Ante Palaversa,,0.4,15.0,"Jun 30, 2025",Split,04/6/2000,1.87,central midfield,central midfield,defensive midfield,Croatia,,right,ESTAC Troyes,Marjan Sisic,Unknown,https://www.transfermarkt.com/ante-palaversa/profil/spieler/371003,24,Palaversa,Ante Palaversa
cda0b317,Joel Robles,Joel Robles Blázquez,0.8,22.0,"Jun 30, 2024",Getafe,06/17/1990,1.97,goalkeeper,goalkeeper,undefined,Spain,Spain U23,right,Al-Qadsiah FC,InterStarDeporte,Unknown,https://www.transfermarkt.com/joel-robles/profil/spieler/101118,33,Robles,Joel Robles
cda2ec29,Mario Sampirisi,,0.7,31.0,"Jun 30, 2025",Caltagirone,10/31/1992,1.88,full-back,full-back,centre-back,Italy,Italy U21,right,AC Reggiana 1919,GR Sports,adidas,https://www.transfermarkt.com/mario-sampirisi/profil/spieler/160357,31,Sampirisi,Mario Sampirisi
cdc4458b,Moïse Sahi Dion,Moïse Orell Dion Sahi,2.0,11.0,"Jun 30, 2026",Abidjan,12/20/2001,1.75,forward,forward,attacking midfield,Cote d'Ivoire,,left,RC Strasbourg Alsace,Epic Sports,Unknown,https://www.transfermarkt.com/moise-sahi-dion/profil/spieler/880330,22,Dion,Moise Sahi Dion
cdd70dc0,Michael Olakigbe,Michael Oluwakorede Olakigbe,0.6,15.0,"May 31, 2024",London,04/25/2004,1.8,winger,winger,attacking midfield,England,,right,Peterborough United,Two Touch Agency,Unknown,https://www.transfermarkt.com/michael-olakigbe/profil/spieler/734425,19,Olakigbe,Michael Olakigbe
cddf767b,Auston Trusty,Auston Levi-Jesaiah Trusty,8.0,5.0,"Jun 30, 2027","Media, Pennsylvania",08/12/1998,1.9,centre-back,centre-back,full-back,United States,,left,Sheffield United,Sports Invest UK ltd,Unknown,https://www.transfermarkt.com/auston-trusty/profil/spieler/389253,25,Trusty,Auston Trusty
cde3309f,Karl Darlow,,0.3,28.0,"Jun 30, 2026",Northampton,10/8/1990,1.9,goalkeeper,goalkeeper,undefined,England,,right,Leeds United,Unique Sports Group,Unknown,https://www.transfermarkt.com/karl-darlow/profil/spieler/99397,33,Darlow,Karl Darlow
cde52ef5,Iván Villar,Iván Villar Martínez,1.0,13.0,"Jun 30, 2027",Aldán,07/9/1997,1.86,goalkeeper,goalkeeper,undefined,Spain,Spain U23,right,Celta de Vigo,Promoesport,Unknown,https://www.transfermarkt.com/ivan-villar/profil/spieler/297194,26,Villar,Ivan Villar
cdf65d12,Marlon,,5.0,4.0,"Jun 30, 2024",Duque de Caxias,09/7/1995,1.82,centre-back,centre-back,undefined,Brazil,Brazil U23,right,Fluminense Football Club,Promanager,adidas,https://www.transfermarkt.com/marlon/profil/spieler/273236,28,Marlon,Marlon
ce17b5eb,Kevin Trapp,Kevin Christian Trapp,5.0,1.0,"Jun 30, 2026",Merzig,07/8/1990,1.89,goalkeeper,goalkeeper,undefined,Germany,,right,Eintracht Frankfurt,Sports360 GmbH,adidas,https://www.transfermarkt.com/kevin-trapp/profil/spieler/45672,33,Trapp,Kevin Trapp
ce1806be,Sofian Kiyine,Date of birth/Age:,0.6,13.0,"Jun 30, 2026",Verviers,10/2/1997,1.82,winger,winger,winger,Morocco,Morocco U23,right,Oud-Heverlee Leuven,Relatives,Unknown,https://www.transfermarkt.com/sofian-kiyine/profil/spieler/393804,26,Kiyine,Sofian Kiyine
ce1a6c7e,Antonio Raimondo,,4.0,9.0,"Jun 30, 2024",Ravenna,03/18/2004,1.85,forward,forward,undefined,Italy,Italy U20,left,Ternana Calcio,Giuseppe Galli,Unknown,https://www.transfermarkt.com/antonio-raimondo/profil/spieler/818888,20,Raimondo,Antonio Raimondo
ce218223,Iver Fossum,Iver Tobias Rørvik Fossum,0.8,14.0,"Jun 30, 2026",Drammen,07/15/1996,1.8,central midfield,central midfield,attacking midfield,Norway,Norway,right,KV Kortrijk,Nordic Sky,Unknown,https://www.transfermarkt.com/iver-fossum/profil/spieler/226450,27,Fossum,Iver Fossum
ce2c51c0,Marlon Ritter,,0.85,7.0,-,Essen,10/15/1994,1.73,attacking midfield,attacking midfield,central midfield,Germany,,right,FC Kaiserslautern,KL Sportsbase,Unknown,https://www.transfermarkt.com/marlon-ritter/profil/spieler/151636,29,Ritter,Marlon Ritter
ce30bfc8,Roberto Gagliardini,,4.0,6.0,"Jun 30, 2024",Bergamo,04/7/1994,1.88,central midfield,central midfield,defensive midfield,Italy,Italy,right,AC Monza,GR Sports,Nike,https://www.transfermarkt.com/roberto-gagliardini/profil/spieler/197471,30,Gagliardini,Roberto Gagliardini
ce316f8c,Christian Kouakou,Christian Kouakou Yao,0.0,,,Abidjan,03/1/1991,1.82,forward,forward,winger,Cote d'Ivoire,,right,Without Club,G.S.E.Enterprise,Unknown,https://www.transfermarkt.com/christian-kouakou/profil/spieler/230221,33,Kouakou,Christian Kouakou
ce4246f5,Kurt Zouma,Kurt Happy Zouma,25.0,4.0,"Jun 30, 2025",Lyon,10/27/1994,1.9,centre-back,centre-back,full-back,France,France,right,West Ham United,CANTERASPORT,Unknown,https://www.transfermarkt.com/kurt-zouma/profil/spieler/157509,29,Zouma,Kurt Zouma
ce492295,Mexer,,0.2,23.0,"Jun 30, 2025",Maputo,09/8/1988,1.88,centre-back,centre-back,undefined,Mozambique,Mozambique,right,Bandirmaspor,SM-Desporto e,Unknown,https://www.transfermarkt.com/mexer/profil/spieler/127610,35,Mexer,Mexer
ce4f40c7,Cheick Doucouré,Cheick Oumar Doucouré,35.0,28.0,"Jun 30, 2029",Bamako,01/8/2000,1.8,defensive midfield,defensive midfield,centre-back,Mali,,right,Crystal Palace,BLACKSKILL,Unknown,https://www.transfermarkt.com/cheick-doucoure/profil/spieler/543387,24,Doucouré,Cheick Doucoure
ce50fd99,Jonathan David,Jonathan Christian David,50.0,9.0,"Jun 30, 2025","Brooklyn, New York",01/14/2000,1.8,forward,forward,forward,Canada,Canada,both,LOSC Lille,Axia Sports,adidas,https://www.transfermarkt.com/jonathan-david/profil/spieler/533738,24,David,Jonathan David
ce5143da,Danny Welbeck,Daniel Nii Tackie Mensah Welbeck,6.0,18.0,"Jun 30, 2024",Manchester,11/26/1990,1.85,forward,forward,winger,England,England,right,Brighton & Hove Albion,Prodigy Sports Group,Nike,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063,33,Welbeck,Danny Welbeck
ce5b170a,Claud Adjapong,,0.7,17.0,"Jun 30, 2025",Modena,05/6/1998,1.8,full-back,full-back,winger,Italy,Italy U21,right,Ascoli Calcio,Wasserman,Puma,https://www.transfermarkt.com/claud-adjapong/profil/spieler/337716,25,Adjapong,Claud Adjapong
ce8039aa,Nico Melamed,Nicolás Melamed Ribaudo,5.0,21.0,"Jun 30, 2024",Castelldefels,04/11/2001,1.73,attacking midfield,attacking midfield,winger,Spain,Spain U21,right,RCD Espanyol Barcelona,Team Raiola,Nike,https://www.transfermarkt.com/nico-melamed/profil/spieler/570421,23,Melamed,Nico Melamed
ce81d82d,Ayman Azhil,,0.5,6.0,"Jun 30, 2024",Düsseldorf,04/10/2001,1.75,defensive midfield,defensive midfield,central midfield,Morocco,,right,Borussia Dortmund II,KL Sportsbase,Unknown,https://www.transfermarkt.com/ayman-azhil/profil/spieler/452068,23,Azhil,Ayman Azhil
ce82f116,Matías Vargas,Matías Ezequiel Vargas Martín,4.0,10.0,"Dec 31, 2024",Salta,05/8/1997,1.68,winger,winger,attacking midfield,Argentina,Argentina,right,Shanghai Port,Unknown,Unknown,https://www.transfermarkt.com/matias-vargas/profil/spieler/376211,26,Vargas,Matias Vargas
ce84946a,Lamine Ghezali,,0.25,77.0,"Jun 30, 2024",Lagny-sur-Marne,07/6/1999,1.75,winger,winger,forward,France,France U18,right,APO Levadiakos,One Team Football,adidas,https://www.transfermarkt.com/lamine-ghezali/profil/spieler/413033,24,Ghezali,Lamine Ghezali
ce9c203e,Lasse Sørensen,,0.5,2.0,"Jun 30, 2024",Vejen,10/21/1999,1.85,winger,winger,central midfield,Denmark,Denmark U20,right,Lincoln City,First Touch,Nike,https://www.transfermarkt.com/lasse-sorensen/profil/spieler/357967,24,Sørensen,Lasse Sorensen
ce9e8024,Jardel,,0.0,,,Florianópolis,03/29/1986,1.92,centre-back,centre-back,undefined,Brazil,,right,Retired,ADM Esporte,Unknown,https://www.transfermarkt.com/jardel/profil/spieler/122946,38,Jardel,Jardel
cea4ee8f,Dele Alli,Bamidele Jermaine Alli,5.0,20.0,"Jun 30, 2024",Milton Keynes,04/11/1996,1.88,attacking midfield,attacking midfield,central midfield,England,England,right,Everton FC,CAA Base Ltd,adidas,https://www.transfermarkt.com/dele-alli/profil/spieler/207929,28,Alli,Dele Alli
cea59f02,Alidu Seidu,,9.0,36.0,"Jun 30, 2028",Abidjan,06/4/2000,1.73,centre-back,centre-back,full-back,Ghana,Ghana,right,Stade Rennais FC,BLACKSKILL,Unknown,https://www.transfermarkt.com/alidu-seidu/profil/spieler/798404,23,Seidu,Alidu Seidu
cec60a2f,Nahuel Estévez,Nahuel Estévez Álvarez,2.0,8.0,"Jun 30, 2026",Buenos Aires,11/14/1995,1.81,defensive midfield,defensive midfield,central midfield,Argentina,,right,Parma Calcio 1913,Unknown,Unknown,https://www.transfermarkt.com/nahuel-estevez/profil/spieler/552472,28,Estévez,Nahuel Estevez
cecbce23,Alfred Gomis,Amigo Alfred Junior Gomis,1.0,1.0,"Jun 30, 2024",Ziguinchor,09/5/1993,1.96,goalkeeper,goalkeeper,undefined,Senegal,Senegal,right,FC Lorient,Sport Profile,Unknown,https://www.transfermarkt.com/alfred-gomis/profil/spieler/163568,30,Gomis,Alfred Gomis
ced1d98f,Amine Bassi,Date of birth/Age:,4.0,8.0,"Dec 31, 2024",Bezons,11/27/1997,1.73,attacking midfield,attacking midfield,winger,Morocco,Morocco U23,right,Houston Dynamo FC,Classico,Unknown,https://www.transfermarkt.com/amine-bassi/profil/spieler/506009,26,Bassi,Amine Bassi
ced26057,Vicente Esquerdo,Vicente Esquerdo Santas,0.2,16.0,"Jun 30, 2024",Calp,01/2/1999,1.8,attacking midfield,attacking midfield,central midfield,Spain,Spain U16,left,CD Arenteiro,Toldra Consulting,Unknown,https://www.transfermarkt.com/vicente-esquerdo/profil/spieler/599263,25,Esquerdo,Vicente Esquerdo
cedb3e36,Artur Ioniță,,0.5,27.0,"Jun 30, 2024",Chişinău,08/17/1990,1.84,central midfield,central midfield,defensive midfield,Moldova,Moldova,both,Calcio Lecco 1912,Unknown,Unknown,https://www.transfermarkt.com/artur-ionita/profil/spieler/98888,33,Ioniță,Artur Ionita
cedc53d2,Yaya Fofana,Yaya Kader Fofana,0.15,,-,Yopougon,06/12/2004,1.8,central midfield,central midfield,undefined,Cote d'Ivoire,Ivory Coast U23,right,Stade Reims B,Unknown,Unknown,https://www.transfermarkt.com/yaya-fofana/profil/spieler/1044893,19,Fofana,Yaya Fofana
cee31595,James McArthur,,0.0,,,Glasgow,10/7/1987,1.78,central midfield,central midfield,defensive midfield,Scotland,Scotland,both,Retired,StormSportsX,Unknown,https://www.transfermarkt.com/james-mcarthur/profil/spieler/41416,36,McArthur,James McArthur
cee45ad0,Jurgen Mattheij,,1.0,2.0,"Jun 30, 2024",Rotterdam,04/1/1993,1.91,centre-back,centre-back,defensive midfield,Netherlands,,right,CSKA-Sofia,Grand Stand,Unknown,https://www.transfermarkt.com/jurgen-mattheij/profil/spieler/188660,31,Mattheij,Jurgen Mattheij
cee88597,Iván Balliu,Iván Balliu Campeny,2.0,20.0,"Jun 30, 2025",Caldes de Malavella,01/1/1992,1.72,full-back,full-back,full-back,Albania,Albania,right,Rayo Vallecano,Fabián Bustos,Unknown,https://www.transfermarkt.com/ivan-balliu/profil/spieler/85295,32,Balliu,Ivan Balliu
cef70c94,Jérémy Jacquet,,0.3,97.0,"Jun 30, 2024",Bondy,07/13/2005,1.88,centre-back,centre-back,undefined,France,France U19,right,Clermont Foot 63,One Team Football,Unknown,https://www.transfermarkt.com/jeremy-jacquet/profil/spieler/1004301,18,Jacquet,Jeremy Jacquet
cefb32b1,Vicente Gómez,José Vicente Gómez Umpiérrez,0.0,,,Las Palmas de Gran ...,08/31/1988,1.87,defensive midfield,defensive midfield,central midfield,Spain,,left,Retired,DRL,Unknown,https://www.transfermarkt.com/vicente-gomez/profil/spieler/153236,35,Gómez,Vicente Gomez
cf007308,Eljif Elmas,Date of birth/Age:,24.0,6.0,"Jun 30, 2028",Skopje,09/24/1999,1.84,attacking midfield,attacking midfield,winger,North Macedonia,North Macedonia,right,RB Leipzig,Relatives,Unknown,https://www.transfermarkt.com/eljif-elmas/profil/spieler/400489,24,Elmas,Eljif Elmas
cf01fe3a,Christoph Janker,,0.0,,,Cham,02/14/1985,1.85,centre-back,centre-back,full-back,Germany,Germany U20,right,Retired,Unknown,adidas,https://www.transfermarkt.com/christoph-janker/profil/spieler/14977,39,Janker,Christoph Janker
cf043a33,Ebrima Darboe,,1.0,55.0,"Jun 30, 2024",Bakoteh,06/6/2001,1.79,defensive midfield,defensive midfield,central midfield,The Gambia,The Gambia,right,UC Sampdoria,Dream and Goal,Unknown,https://www.transfermarkt.com/ebrima-darboe/profil/spieler/647484,22,Darboe,Ebrima Darboe
cf134113,Bart Verbruggen,,15.0,1.0,"Jun 30, 2028",Zwolle,08/18/2002,1.94,goalkeeper,goalkeeper,undefined,Netherlands,Netherlands,right,Brighton & Hove Albion,Stirr Associates,Unknown,https://www.transfermarkt.com/bart-verbruggen/profil/spieler/565093,21,Verbruggen,Bart Verbruggen
cf15bbb1,Steven Davis,,0.0,,,Ballymena,01/1/1985,1.72,central midfield,central midfield,attacking midfield,Northern Ireland,N. Ireland,right,Retired,Unknown,Nike,https://www.transfermarkt.com/steven-davis/profil/spieler/28973,39,Davis,Steven Davis
cf182add,Ismaily,,2.0,31.0,"Jun 30, 2024",Ivinhema,01/11/1990,1.77,full-back,full-back,winger,Brazil,Brazil,left,LOSC Lille,Unknown,Puma,https://www.transfermarkt.com/ismaily/profil/spieler/124028,34,Ismaily,Ismaily
cf1c23d8,Daniele Padelli,,0.2,93.0,"Jun 30, 2025",Lecco,10/25/1985,1.91,goalkeeper,goalkeeper,undefined,Italy,Italy,right,Udinese Calcio,Assist,adidas,https://www.transfermarkt.com/daniele-padelli/profil/spieler/27807,38,Padelli,Daniele Padelli
cf1ef7ec,Chrislain Matsima,,7.0,4.0,"Jun 30, 2024",Colombes,05/15/2002,1.93,centre-back,centre-back,undefined,France,France U21,right,Clermont Foot 63,Classico,adidas,https://www.transfermarkt.com/chrislain-matsima/profil/spieler/569383,21,Matsima,Chrislain Matsima
cf2a6ace,Siem de Jong,Siem Stefan de Jong,0.0,,,Aigle,01/28/1989,1.85,attacking midfield,attacking midfield,central midfield,Netherlands,Netherlands,right,Retired,Forza Sports Group,adidas,https://www.transfermarkt.com/siem-de-jong/profil/spieler/45509,35,de Jong,Siem de Jong
cf4053e2,Serge Gakpé,Serge Selom Gakpé,0.0,87.0,"May 31, 2024",Bondy,05/7/1987,1.8,winger,winger,winger,Togo,Togo,right,APEA Akrotiri FC,BESTWAY SOCCER,Unknown,https://www.transfermarkt.com/serge-gakpe/profil/spieler/36293,36,Gakpé,Serge Gakpe
cf59e05f,Sergio Santos,Sergio Santos Fernández,0.25,14.0,"Jun 30, 2024",Leganés,01/3/2001,1.8,full-back,full-back,centre-back,Spain,Spain U20,right,Algeciras CF,LIAN Sports Group,Unknown,https://www.transfermarkt.com/sergio-santos/profil/spieler/537759,23,Santos,Sergio Santos
cf623c78,Erik Durm,,0.0,,,Pirmasens,05/12/1992,1.83,full-back,full-back,full-back,Germany,Germany,right,Career break,Haspel,Unknown,https://www.transfermarkt.com/erik-durm/profil/spieler/93922,31,Durm,Erik Durm
cf7fb13a,Juan Larios,Juan Larios López,5.0,28.0,"Jun 30, 2027",Tomares,01/12/2004,1.7,full-back,full-back,undefined,Spain,Spain U19,left,Southampton FC,Promoesport,adidas,https://www.transfermarkt.com/juan-larios/profil/spieler/646738,20,Larios,Juan Larios
cf961d8d,Dimitrios Nikolaou,Date of birth/Age:,2.0,43.0,"Jun 30, 2027",Chalkida,08/13/1998,1.88,centre-back,centre-back,full-back,Greece,Greece,left,Spezia Calcio,MM-Management,Unknown,https://www.transfermarkt.com/dimitrios-nikolaou/profil/spieler/292772,25,Nikolaou,Dimitrios Nikolaou
cf9bdd43,Siebe Van der Heyden,,3.0,4.0,"Jun 30, 2028",Denderleeuw,05/30/1998,1.85,centre-back,centre-back,defensive midfield,Belgium,Belgium,left,RCD Mallorca,KV Sports Management,Unknown,https://www.transfermarkt.com/siebe-van-der-heyden/profil/spieler/400131,25,Van der Heyden,Siebe Van der Heyden
cfa49cc1,Abdu Conté,Abdu Cadri Conté,1.0,12.0,"Jun 30, 2026",Bissau,03/24/1998,1.83,full-back,full-back,centre-back,Portugal,Portugal U21,left,ESTAC Troyes,IDOLOÁSIS,Unknown,https://www.transfermarkt.com/abdu-conte/profil/spieler/337798,26,Conté,Abdu Conte
cfb29823,Danny Ward,Daniel Carl Ward,0.35,25.0,"Jun 30, 2025",Bradford,12/9/1990,1.8,forward,forward,winger,England,,left,Huddersfield Town,World in Motion,Unknown,https://www.transfermarkt.com/danny-ward/profil/spieler/124172,33,Ward,Danny Ward
cfb38237,Giacomo Ricci,,0.5,31.0,"Jun 30, 2025",Livorno,09/2/1996,1.8,full-back,full-back,winger,Italy,,left,SSC Bari,G.E.V.,Unknown,https://www.transfermarkt.com/giacomo-ricci/profil/spieler/261056,27,Ricci,Giacomo Ricci
cfbf9881,Ibrahima Mbaye,,0.1,,,Guédiawaye,11/19/1994,1.88,full-back,full-back,winger,Senegal,Senegal,right,Without Club,A.& G. Football,Puma,https://www.transfermarkt.com/ibrahima-mbaye/profil/spieler/207715,29,Mbaye,Ibrahima Mbaye
cfd41fad,Paul Wade,,0.1,7.0,"Jun 30, 2026",Cagnes-sur-Mer,04/17/2000,1.79,central midfield,central midfield,undefined,France,,right,Nîmes Olympique,Global Compensation,Unknown,https://www.transfermarkt.com/paul-wade/profil/spieler/696851,24,Wade,Paul Wade
cfd5e123,Gaëtan Bong,Thomas Gaëtan Bong Songo,0.0,,,Sakbayeme,04/25/1988,1.83,full-back,full-back,centre-back,Cameroon,Cameroon,left,Retired,Pinnacle Sports,Unknown,https://www.transfermarkt.com/gaetan-bong/profil/spieler/36291,35,Bong,Gaetan Bong
cfd65a29,Andrés Iniesta,Andrés Iniesta Luján,0.5,8.0,"Jun 30, 2024",Fuentealbilla,05/11/1984,1.71,central midfield,central midfield,attacking midfield,Spain,Spain,both,Emirates Club,Sports&Life,Unknown,https://www.transfermarkt.com/andres-iniesta/profil/spieler/7600,39,Iniesta,Andres Iniesta
cfd68aa7,Francis Uzoho,Francis Odinaka Uzoho,0.45,23.0,"May 31, 2027",Nwangele,10/28/1998,1.96,goalkeeper,goalkeeper,undefined,Nigeria,Nigeria,right,Omonia Nicosia,Unknown,Unknown,https://www.transfermarkt.com/francis-uzoho/profil/spieler/295360,25,Uzoho,Francis Uzoho
cfd8d664,Juanfran Torres,Juan Francisco Torres Belén,0.0,,,Crevillente,01/9/1985,1.81,full-back,full-back,winger,Spain,Spain,right,Retired,Toldra Consulting,adidas,https://www.transfermarkt.com/juanfran/profil/spieler/16635,39,Torres,Juanfran Torres
cfd8dde3,Benjamin Corgnet,,0.0,,,Thionville,04/6/1987,1.79,attacking midfield,attacking midfield,central midfield,France,,right,Retired,Unknown,Unknown,https://www.transfermarkt.com/benjamin-corgnet/profil/spieler/154171,37,Corgnet,Benjamin Corgnet
cfe6238d,Moritz Bauer,,0.2,,,Winterthur,01/25/1992,1.81,full-back,full-back,full-back,Austria,Austria,right,Without Club,VPA SPORTS,Unknown,https://www.transfermarkt.com/moritz-bauer/profil/spieler/159692,32,Bauer,Moritz Bauer
cfe852d8,Mamadou Samassa,,0.25,30.0,"Jun 30, 2026",Montreuil,02/16/1990,1.98,goalkeeper,goalkeeper,undefined,Mali,,right,Stade Lavallois,Unknown,Unknown,https://www.transfermarkt.com/mamadou-samassa/profil/spieler/72422,34,Samassa,Mamadou Samassa
d003e213,Rafinha,,0.2,13.0,"Dec 31, 2024",Londrina,09/7/1985,1.72,full-back,full-back,full-back,Brazil,Brazil,right,São Paulo Futebol Clube,R13 Fussball,adidas,https://www.transfermarkt.com/rafinha/profil/spieler/33947,38,Rafinha,Rafinha
d0042ab9,Mason Holgate,Mason Anthony Holgate,5.0,30.0,"May 31, 2024",Doncaster,10/22/1996,1.87,centre-back,centre-back,full-back,England,England U21,right,Sheffield United,New Era Global,Nike,https://www.transfermarkt.com/mason-holgate/profil/spieler/348623,27,Holgate,Mason Holgate
d00d45ab,David Ozoh,,0.7,52.0,-,Valencia,05/6/2005,,defensive midfield,defensive midfield,central midfield,England,,right,Crystal Palace U21,Unique Sports Group,Unknown,https://www.transfermarkt.com/david-ozoh/profil/spieler/865993,18,Ozoh,David Ozoh
d01231f0,Andi Zeqiri,,3.0,9.0,"Jun 30, 2026",Lausanne,06/22/1999,1.85,forward,forward,winger,Switzerland,,left,KRC Genk,Relatives,Nike,https://www.transfermarkt.com/andi-zeqiri/profil/spieler/345468,24,Zeqiri,Andi Zeqiri
d019d5db,Håkon Evjen,,2.0,26.0,"Dec 31, 2028",Narvik,02/14/2000,1.78,central midfield,central midfield,winger,Norway,,left,FK Bodø/Glimt,Keypass AS,Nike,https://www.transfermarkt.com/hakon-evjen/profil/spieler/394688,24,Evjen,Hakon Evjen
d01b9ad6,Torben Müsel,,0.275,26.0,"Jun 30, 2026",Grünstadt,07/25/1999,1.85,central midfield,central midfield,attacking midfield,Germany,Germany U20,right,Rot-Weiss Essen,act SPORTS GROUP,Unknown,https://www.transfermarkt.com/torben-musel/profil/spieler/368860,24,Müsel,Torben Musel
d01bbb6f,Ritsu Doan,Date of birth/Age:,15.0,42.0,-,"Amagasaki, Hyogo",06/16/1998,1.72,winger,winger,winger,Japan,Japan,left,SC Freiburg,CAA Stellar,Puma,https://www.transfermarkt.com/ritsu-doan/profil/spieler/358504,25,Doan,Ritsu Doan
d023d70f,Karol Linetty,,3.0,77.0,"Jun 30, 2025",nin,02/2/1995,1.75,central midfield,central midfield,attacking midfield,Poland,,right,Torino FC,Fabryka Futbolu,Unknown,https://www.transfermarkt.com/karol-linetty/profil/spieler/225873,29,Linetty,Karol Linetty
d0421d25,Julian Schuster,,0.0,,,Bietigheim-Bissingen,04/15/1985,1.89,defensive midfield,defensive midfield,central midfield,Germany,,right,Retired,Unknown,Unknown,https://www.transfermarkt.com/julian-schuster/profil/spieler/29865,39,Schuster,Julian Schuster
d04b94db,Nélson Semedo,Nélson Cabral Semedo,12.0,22.0,"Jun 30, 2025",Lisboa,11/16/1993,1.77,full-back,full-back,winger,Portugal,Portugal,right,Wolverhampton Wanderers,Gestifute,Nike,https://www.transfermarkt.com/nelson-semedo/profil/spieler/231572,30,Semedo,Nelson Semedo
d054d8b0,Xabi Prieto,Xabier Prieto Argarate,0.0,,,Donostia-San ...,08/29/1983,1.87,attacking midfield,attacking midfield,winger,Spain,Spain U21,right,Retired,Unknown,Unknown,https://www.transfermarkt.com/xabi-prieto/profil/spieler/15693,40,Prieto,Xabi Prieto
d0643f8f,Enrico Brignola,,0.4,17.0,"Jun 30, 2025",Caserta,07/8/1999,1.68,winger,winger,attacking midfield,Italy,Italy U21,left,US Catanzaro,MM-Management,Unknown,https://www.transfermarkt.com/enrico-brignola/profil/spieler/323147,24,Brignola,Enrico Brignola
d068118b,Salim El Jebari,Date of birth/Age:,1.0,11.0,"Jun 30, 2025",Madrid,02/5/2004,1.78,winger,winger,attacking midfield,Morocco,Morocco U23,right,Atlético de Madrid B,Unknown,Unknown,https://www.transfermarkt.com/salim-el-jebari/profil/spieler/935457,20,Jebari,Salim El Jebari
d0706b27,Marc Guéhi,Addji Keaninkin Marc-Israel Guéhi,38.0,6.0,"Jun 30, 2026",Abidjan,07/13/2000,1.82,centre-back,centre-back,undefined,England,,right,Crystal Palace,Unique Sports Group,Unknown,https://www.transfermarkt.com/marc-guehi/profil/spieler/392757,23,Guéhi,Marc Guehi
d07d0aeb,Patric Pfeiffer,,2.0,5.0,"Jun 30, 2027",Hamburg,08/20/1999,1.96,centre-back,centre-back,undefined,Ghana,Ghana,right,FC Augsburg,SPORTS AGENTS CLUB,Unknown,https://www.transfermarkt.com/patric-pfeiffer/profil/spieler/391742,24,Pfeiffer,Patric Pfeiffer
d07e3b41,Fousseni Diabaté,,1.0,11.0,"Jun 30, 2025",Aubervilliers,10/18/1995,1.78,winger,winger,attacking midfield,Mali,Mali,left,FC Lausanne-Sport,WSMA,Unknown,https://www.transfermarkt.com/fousseni-diabate/profil/spieler/364861,28,Diabaté,Fousseni Diabate
d080ed5e,Mikel Merino,Mikel Merino Zazón,50.0,8.0,"Jun 30, 2025",Pamplona,06/22/1996,1.89,central midfield,central midfield,defensive midfield,Spain,Spain,left,Real Sociedad,Bahía Internacional,adidas,https://www.transfermarkt.com/mikel-merino/profil/spieler/338424,27,Merino,Mikel Merino
d0b3ceb9,Ben Foster,Benjamin Anthony Foster,0.0,,,Leamington Spa,04/3/1983,1.93,goalkeeper,goalkeeper,undefined,England,England,left,Retired,Unknown,Unknown,https://www.transfermarkt.com/ben-foster/profil/spieler/13572,41,Foster,Ben Foster
d0b6129f,Sander Berge,Sander Gard Bolin Berge,20.0,16.0,"Jun 30, 2027",Bærum,02/14/1998,1.95,defensive midfield,defensive midfield,central midfield,Norway,Norway,right,Burnley FC,Keypass AS,adidas,https://www.transfermarkt.com/sander-berge/profil/spieler/333014,26,Berge,Sander Berge
